Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Ventria Bioscience,https://www.crunchbase.com/organization/ventria-bioscience,"Biotechnology, Manufacturing, Pharmaceutical","Junction City, Kansas, United States",Ventria Bioscience is a privately held biopharmaceutical company.,info@Ventria.com,(970)407-1239,http://www.ventria.com/,For Profit,2,,"$4,200,000 ",10/23/17,Grant,"$7,670,000 ","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
THERAVECTYS,https://www.crunchbase.com/organization/theravectys,"Biopharma, Biotechnology, Health Care","Paris, Ile-de-France, France",THERAVECTYS develops a platform for the prevention and treatment of cancers and other infectious diseases and conditions.,,33 1 44 38 93 13,http://www.theravectys.com,,3,Late Stage Venture,"€1,900,000",1/26/15,Grant,"€24,080,000","Biotechnology, Health Care, Science and Engineering",Private
Audion Therapeutics,https://www.crunchbase.com/organization/audion-therapeutics,Biotechnology,"Amsterdam, Noord-Holland, The Netherlands","It is a private biopharmaceutical company dedicated to the discovery, development and commercialization of drugs and delivery technologies",,31646767255,http://www.audiontherapeutics.com/,For Profit,2,,"€5,800,000",9/8/15,Grant,"€8,300,000","Biotechnology, Science and Engineering",Private
CustoMem,https://www.crunchbase.com/organization/customem,"Biotechnology, Life Science, Medical, Water","London, England, United Kingdom",CustoMem develops biologically derived materials for industrial water treatment.,,+32 2 303 43 32,https://customem.com/,For Profit,4,,"€1,400,000",2/6/18,Grant,"$1,914,875 ","Biotechnology, Health Care, Natural Resources, Science and Engineering",Private
Aelix Therapeutics,https://www.crunchbase.com/organization/aelix-therapeutics,"Biotechnology, Health Care, Therapeutics","Barcelona, Catalonia, Spain","AELIX Therapeutics, a drug development company specialized in the discovery and development of immunotherapies for HIV infection",info@aelixtherapeutics.com,(514) 367 1212,http://www.aelixtherapeutics.com/,For Profit,2,Early Stage Venture,"€50,000",6/19/17,Grant,"€11,550,000","Biotechnology, Health Care, Science and Engineering",Private
"Valerion Therapeutics, LLC",https://www.crunchbase.com/organization/valerion-therapeutics-llc,"Biotechnology, Genetics, Pharmaceutical, Therapeutics","Medford, Massachusetts, United States",Valerion Therapeutics develops therapies for orphan genetic muscle diseases utilizing a novel antibody-based targeting system.,info@4s3bioscience.com,978-341-8183,http://valerion.com,,2,Early Stage Venture,"$1,195,762 ",5/30/13,Grant,"$21,195,762 ","Biotechnology, Health Care, Science and Engineering",Private
Complix,https://www.crunchbase.com/organization/complix,"Biotechnology, Health Care, Therapeutics","Diepenbeek, Limburg, Belgium","Complix is a biopharmaceutical company developing Alphabodies, a novel class of biopharmaceuticals.",info@complix.com,32 9 241 57 15,http://www.complix.com,,4,Early Stage Venture,"€500,000",12/14/17,Grant,"$25,169,985 ","Biotechnology, Health Care, Science and Engineering",Private
Profectus Biosciences,https://www.crunchbase.com/organization/profectus-biosciences,"Analytics, Biotechnology, EHR, Health Care, Health Diagnostics","Baltimore, Maryland, United States",Profectus Biosciences is a R&D company developing vaccine and small molecules to treat and prevent viral diseases and cancers.,info@profectusbiosciences.com,4106335709,http://www.profectusbiosciences.com,For Profit,7,,"$4,600,000 ",12/9/15,Grant,"$34,671,206 ","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Circulomics Inc,https://www.crunchbase.com/organization/circulomics-inc,"Biotechnology, Genetics","Baltimore, Maryland, United States",Circulomics Inc is a biotechnology company that uses micro- and nanotechnologies to streamline genomics research and clinical diagnostics.,info@circulomics.com,,http://www.circulomics.com,For Profit,9,,"$1,500,000 ",9/15/17,Grant,"$7,100,000 ","Biotechnology, Health Care, Science and Engineering",Private
Arkansas Children's Hospital,https://www.crunchbase.com/organization/arkansas-childrens-hospital,"Biotechnology, Hospital, Medical","Little Rock, Arkansas, United States","Arkansas Children’s Hospital is a pediatric medical center in Little Rock, Arkansas, serving children from birth to age twenty-one.",,5013643243,http://archildrens.org,,1,,"$3,500,000 ",9/20/13,Grant,"$3,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Woodoo,https://www.crunchbase.com/organization/woodoo,"Advanced Materials, Agriculture, Biotechnology, Wood Processing","Paris, Ile-de-France, France",Engineering the next generation of high-performance wood materials.,contact@woodoo.fr,,http://woodoo.fr/,For Profit,1,,"$1,500,000 ",6/15/17,Grant,"$1,500,000 ","Agriculture and Farming, Biotechnology, Manufacturing, Science and Engineering",Private
Homebiogas,https://www.crunchbase.com/organization/homebiogas,"Biomass Energy, Biotechnology, Energy","Beit Yanai, HaMerkaz, Israel",Homebiogas is anaerobic digesters that convert kitchen waste and animal manure into cooking gas and liquid fertilizer.,ron@homebiogas.com,+972 50-402-2315,http://www.homebiogas.com/,For Profit,2,,"€1,604,750",8/1/17,Grant,"€1,654,750","Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability",Private
Batavia Biosciences,https://www.crunchbase.com/organization/batavia-biosciences,"Biotechnology, Genetics","Leiden, Zuid-Holland, The Netherlands",Batavia Biosciences focuses on accelerating the transition of biopharmaceutical product,info@bataviabiosciences.com,3.1089E+11,http://www.bataviabiosciences.com/,For Profit,1,,"$8,000,000 ",9/24/16,Grant,"$8,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Semprus BioSciences,https://www.crunchbase.com/organization/semprus-biosciences,"Biotechnology, Health Care, Medical Device","Cambridge, Massachusetts, United States",Semprus BioSciences is a venture-backed biomedical company developing medical devices implementing the Semprus technology.,info@semprusbio.com,6175777756,http://www.semprusbio.com,,3,M&A,"$1,000,000 ",10/19/11,Grant,"$27,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Aqueduct Critical Care,https://www.crunchbase.com/organization/aqueduct-critical-care,"Biotechnology, Health Care, Pharmaceutical","Bothell, Washington, United States",Aqueduct Critical Care addresses the critical care problem of managing inter-cranial pressure.,,(425) 984-6090,http://www.aqueductneurosciences.com/,For Profit,4,,,5/1/17,Grant,"$6,779,481 ","Biotechnology, Health Care, Science and Engineering",Private
Massachusetts Life Sciences Center,https://www.crunchbase.com/organization/massachusetts-life-sciences-center,"Biotechnology, Government","Waltham, Massachusetts, United States",The Massachusetts Life Sciences Center (MLSC) aims to create jobs in the life sciences and support vital scientific research.,swindham-bannister@masslifesciences.com,(781)373-7777,http://www.masslifesciences.com,For Profit,1,,"$3,400,000 ",2/23/11,Grant,"$3,400,000 ","Biotechnology, Government and Military, Science and Engineering",Private
Aldatu Biosciences,https://www.crunchbase.com/organization/aldatu-biosciences,Biotechnology,"Boston, Massachusetts, United States",Aldatu Biosciences is changing infectious disease treatment paradigms through innovative diagnostic solutions.,change@aldatubio.com,,http://www.aldatubio.com,For Profit,5,,"$200,000 ",6/28/17,Grant,"$4,800,000 ","Biotechnology, Science and Engineering",Private
NovaDigm Therapeutics,https://www.crunchbase.com/organization/novadigm-therapeutics,"Biotechnology, Medical Device, Therapeutics","Grand Forks, North Dakota, United States",NovaDigm Therapeutics develops vaccines that protect patients from contracting fungal and bacterial infections.,info@novadigm.net,7013357121,http://www.novadigm.net,,7,Early Stage Venture,"$6,000,000 ",6/2/17,Grant,"$64,673,274 ","Biotechnology, Health Care, Science and Engineering",Private
Apogenix,https://www.crunchbase.com/organization/apogenix,"Biotechnology, Health Care, Pharmaceutical","Heidelberg, Baden-Wurttemberg, Germany",Apogenix is a biopharmaceutical company developing novel protein therapeutics for the treatment of cancer and inflammatory diseases.,contact@apogenix.com,4.96222E+12,http://apogenix.com,For Profit,2,Late Stage Venture,"€3,000,000",2/16/16,Grant,"$13,342,819 ","Biotechnology, Health Care, Science and Engineering",Private
Genis,https://www.crunchbase.com/organization/genis,"Biotechnology, Health Care, Medical Device","Siglufjörður, Eyjafjardarsysla, Iceland",Genis is a privately held biotechnology company located in Iceland.,genis@genis.is,(354)511-2880,http://www.genis.is/,For Profit,5,,"€50,000",3/1/17,Grant,"$1,160,395 ","Biotechnology, Health Care, Science and Engineering",Private
Aenitis Technologies,https://www.crunchbase.com/organization/aenitis-technologies,"Biotechnology, Health Care, Medical, Medical Device","Paris, Ile-de-France, France",Aenitis Technologies is a French start-up resulting from the work of Mauricio HOYOS,contact@aenitis.fr,,http://www.aenitis.fr/,For Profit,4,,"€3,951,479",2/1/18,Grant,"€8,001,479","Biotechnology, Health Care, Science and Engineering",Private
Yaqrit,https://www.crunchbase.com/organization/yaqrit,"Biotechnology, Life Science, Medical, Medical Device, Pharmaceutical","London, England, United Kingdom",Yaqrit Limited is a UK-based company specialising in interventions in liver disease based on 20 years of research and development at UCL.,info@yaqrit.com,,http://yaqrit.com/,For Profit,4,Seed,"€6,400,000",12/1/16,Grant,"$17,853,787 ","Biotechnology, Health Care, Science and Engineering",Private
Domainex,https://www.crunchbase.com/organization/domainex,Biotechnology,"Cambridge, Cambridgeshire, United Kingdom",A fully integrated drug discovery service company.,enquiries@domainex.co.uk,+44 1223 743170,http://www.domainex.co.uk,,4,Early Stage Venture,"£118,000",1/23/18,Grant,"$5,646,068 ","Biotechnology, Science and Engineering",Private
Cell Cure Neurosciences,https://www.crunchbase.com/organization/cell-cure-neurosciences,Biotechnology,"Jerusalem, Yerushalayim, Israel","Cell Cure Neurosciences offers cell therapies for retinal and neural degenerative diseases, such as OpRegen™, a retinal therapeutic program.",info@cellcure.co.il,972 5 4524 5677,http://cellcureneurosciences.com,,3,,"$1,600,000 ",5/13/15,Grant,"$4,840,000 ","Biotechnology, Science and Engineering",Private
KeyNatura,https://www.crunchbase.com/organization/keynatura,"Biotechnology, Health Care, Medical","Kópavogur, Gullbringusysla, Iceland",KeyNatura offers extraction of active substances from algae to produce active and stable astaxanthin products with extensive shelf life.,halla@keynatura.com,,http://keynatura.com/,For Profit,4,Seed,"€50,000",8/1/16,Grant,"$2,632,481 ","Biotechnology, Health Care, Science and Engineering",Private
Tetragenetics,https://www.crunchbase.com/organization/tetragenetics,"Biopharma, Biotechnology, Therapeutics","Ithaca, New York, United States",Tetragenetics helps people seeking a cost-effective alternative platform technology for the production of genetically engineered proteins.,info@tetragenetics.com,6174013754,http://www.tetragenetics.com,,5,,"$1,540,000 ",1/14/16,Grant,"$5,344,730 ","Biotechnology, Health Care, Science and Engineering",Private
Galenea,https://www.crunchbase.com/organization/galenea,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",Galenea is engaged in developing therapeutics for central nervous system diseases.,info@Galenea.com,617-374-1010,http://www.galenea.com,,3,,"$3,000,000 ",9/6/12,Grant,"$13,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Signum Biosciences,https://www.crunchbase.com/organization/signum-biosciences,"Biotechnology, Life Science, Therapeutics","Monmouth Junction, New Jersey, United States",Signum Biosciences develops small molecule therapeutics derived from its STM platform to modulate signal transduction imbalances.,info@signumbio.com,7323298344,http://www.signumbiosciences.com,,3,,"$1,600,000 ",11/15/13,Grant,"$5,600,000 ","Biotechnology, Health Care, Science and Engineering",Private
Abreos Biosciences,https://www.crunchbase.com/organization/abreos-biosciences,"Biotechnology, Clinical Trials, Medical","San Diego, California, United States",Abreos Biosciences develops lateral flow assays that measure the activity of high value biologics,,8588226333,http://abreos.com/,For Profit,3,Seed,,5/1/17,Grant,"$900,000 ","Biotechnology, Health Care, Science and Engineering",Private
Centauri Therapeutics,https://www.crunchbase.com/organization/centauri-therapeutics,"Biotechnology, Genetics, Medical, Therapeutics","Sandwich, Kent, United Kingdom",Centauri Therapeutics is a UK-based biotechnology company focused on the discovery and development of life threatening diseases.,info@centauritherapeutics.com,+44 (0) 1304 728610,http://www.centauritherapeutics.com,For Profit,3,Seed,"£945,000",9/11/17,Grant,"£6,445,000","Biotechnology, Health Care, Science and Engineering",Private
EpiVax,https://www.crunchbase.com/organization/epivax,"Analytics, Biotechnology, Pharmaceutical","Providence, Rhode Island, United States",EpiVax is an immunology company developing comprehensive analytical capabilities in the field of computational immunology.,admin@epivax.com,4012727562,http://www.epivax.com,,9,Seed,"$600,000 ",9/12/16,Grant,"$4,271,000 ","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
