Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
ZAGENO Inc.,https://www.crunchbase.com/organization/zageno,"Biotechnology, Marketplace","Boston, Massachusetts, United States",ZAGENO is an online marketplace for life science products. With an innovative solution for procurement departments to streamline ordering,team@zageno.com,,https://zageno.com/,For Profit,2,Early Stage Venture,"$8,000,000 ",10/26/17,Series A,"$8,000,000 ","Biotechnology, Commerce and Shopping, Science and Engineering",Private
Arzeda,https://www.crunchbase.com/organization/arzeda,"Biotechnology, Information Services, Information Technology","Seattle, Washington, United States",Arzeda develops enzyme design technology to create entirely novel designer cell factories capable of industry-scale chemical production.,info@arzeda.com,2064026506,http://www.arzeda.com,,3,Early Stage Venture,"$3,200,000 ",11/29/17,Series A,"$15,200,000 ","Biotechnology, Information Technology, Science and Engineering",Private
Lodo Therapeutics,https://www.crunchbase.com/organization/lodo-therapeutics,"Biotechnology, Health Care, Pharmaceutical","New York, New York, United States",Lodo Therapeutics is a drug discovery and development company.,info@lodotherapeutics.com,646-828-5950,http://lodotherapeutics.com,For Profit,1,Early Stage Venture,"$17,000,000 ",1/11/16,Series A,"$17,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Therachon,https://www.crunchbase.com/organization/therachon,"Biotechnology, Medical, Therapeutics","Basel, Basel-Stadt, Switzerland","Therachon is a global biotechnology company focused on developing medicines for rare, genetic diseases",nathalie.lenzin@therachon.com,41798989209,http://www.therachon.com/,For Profit,2,Early Stage Venture,"$5,000,000 ",1/6/17,Series A,"$40,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Torque Therapeutics,https://www.crunchbase.com/organization/torque-therapeutics,"Biotechnology, Medical, Therapeutics","Cambridge, Massachusetts, United States",Torque Therapeutics develops immunotherapies to address cancers focused on the specific modulation of immune cell subsets.,info@torque.email,(617) 863-3650,http://www.torquetx.com,For Profit,2,Early Stage Venture,"$25,000,000 ",11/14/17,Series A,"$30,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Apexigen,https://www.crunchbase.com/organization/apexigen,"Biopharma, Biotechnology, Health Care","Burlingame, California, United States",Apexigen is a biopharmaceutical product development company developing products to address life-threatening and difficult to treat diseases.,info@apexigen.com,6509316236,http://www.apexigen.com,,1,Early Stage Venture,"$20,000,000 ",8/6/13,Series A,"$20,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Orbit Discovery,https://www.crunchbase.com/organization/orbit-discovery,"Biotechnology, Health Care, Manufacturing","Oxford, Oxfordshire, United Kingdom",They are a peptide display company identifying potential peptide drugs for a range of chronic diseases,info@orbitdiscovery.com,4.41865E+11,http://www.orbitdiscovery.com/,For Profit,2,Early Stage Venture,"£6,900,000",5/23/18,Series A,"£7,000,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
"ArcherDX, Inc.",https://www.crunchbase.com/organization/archerdx-inc,"Biopharma, Biotechnology, Genetics, Life Science",,"ArcherDX, Inc. is a biotechnology firm specializing in cancer research.",tech@archerdx.com,(877) 771 1093,http://archerdx.com,,1,Early Stage Venture,"$35,000,000 ",3/20/18,Series A,"$35,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Phosphorus,https://www.crunchbase.com/organization/phosphorus,"Biotechnology, Genetics","New York, New York, United States",Phosphorus is a computational genomics company. We want to create a world where every healthcare decision is optimized with genomics.,info@phosphorus.com,855-746-7423,http://phosphorus.com/,For Profit,1,Early Stage Venture,"$10,000,000 ",7/27/16,Series A,"$10,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Rallybio,https://www.crunchbase.com/organization/rallybio,"Biopharma, Biotechnology, Therapeutics","Farmington, Connecticut, United States",A privately-held early-stage biotechnology company .,,(203) 859-3820,http://rallybio.com/,,1,Early Stage Venture,"$37,000,000 ",4/25/18,Series A,"$37,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
SafeTraces,https://www.crunchbase.com/organization/safetraces,"Biotechnology, Food and Beverage, Food Processing, Organic Food","Livermore, California, United States","SafeTraces provides on-food traceability solutions that trace the product, not the package.",info@safetraces.com,,http://www.safetraces.com/,For Profit,2,Early Stage Venture,"$6,500,000 ",10/18/17,Series A,"$8,000,000 ","Biotechnology, Food and Beverage, Science and Engineering",Private
Genomics Medicine Ireland,https://www.crunchbase.com/organization/genomics-medicine-ireland,"Biotechnology, Genetics, Life Science","Dublin, Dublin, Ireland",Genomics Medicine Ireland is an Irish life sciences company conducting a study across Ireland of the human genome.,communications@genomicsmed.ie,35317163582,http://genomicsmedicineireland.ie/,For Profit,1,Early Stage Venture,"$40,000,000 ",10/26/16,Series A,"$40,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
F-star Biotechnology Limited,https://www.crunchbase.com/organization/f-star-biotechnologische-forschungs-und-entwicklungsges-m-b-h,"Biopharma, Biotechnology, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom",F-star is developing a pipeline of novel bispecific antibodies with a therapeutic focus in immuno-oncology and oncology.,office@f-star.com,+43 (0)-72055-4215,http://www.f-star.com,For Profit,6,M&A,"$9,400,000 ",10/23/13,Series A,"$57,285,715 ","Biotechnology, Health Care, Science and Engineering",Private
Just. Biotherapeutics,https://www.crunchbase.com/organization/just-biotherapeutics,"Biotechnology, Health Care","Seattle, Washington, United States",Just. is an integrated design company,media@just.bio,206.651.5094,http://www.justbiotherapeutics.com/,For Profit,2,Early Stage Venture,"$14,000,000 ",7/25/16,Series A,"$29,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Hazel Technologies,https://www.crunchbase.com/organization/hazel-technologies-llc,"Agriculture, AgTech, Biotechnology","Chicago, Illinois, United States",Hazel Technologies develops biotechnology for reducing waste in the agricultural supply chain,info@hazeltechnologies.com,559-321-2146,http://www.hazeltechnologies.com,For Profit,4,Early Stage Venture,"$3,260,000 ",3/15/18,Series A,"$4,777,000 ","Agriculture and Farming, Biotechnology, Science and Engineering",Private
Cyrus Biotechnology,https://www.crunchbase.com/organization/cyrus-biotechnology,"Biotechnology, Nutrition, Software","Seattle, Washington, United States",Accelerating BioPharma with powerful software tools on the cloud.,info@cyrusbio.com,(206)258-6561,http://cyrusbio.com/,For Profit,4,Early Stage Venture,"$8,000,000 ",7/27/17,Series A,"$10,425,000 ","Biotechnology, Health Care, Science and Engineering, Software",Private
"Perlara, PBC",https://www.crunchbase.com/organization/perlstein-lab,"Biotechnology, Genetics, Medical, Pharmaceutical, Therapeutics","San Francisco, California, United States","Perlara, PBC is precision drug discovery that leaves no mutation behind.",info@perlara.com,415-952-0559,https://www.perlara.com/,For Profit,6,Early Stage Venture,"$4,143,002 ",8/18/17,Series A,"$11,463,002 ","Biotechnology, Health Care, Science and Engineering",Private
E-scape Bio,https://www.crunchbase.com/organization/e-scape-bio,"Biotechnology, Health Care, Medical","San Francisco, California, United States",E-scape Bio is a Californian company involved in the healthcare industry.,info@e-scapebio.com,(415) 294-8748,http://e-scapebio.com/,For Profit,2,Early Stage Venture,"$63,000,000 ",7/12/17,Series A,"$118,002,700 ","Biotechnology, Health Care, Science and Engineering",Private
Platelet BioGenesis,https://www.crunchbase.com/organization/platelet-biogenesis,"Biotechnology, Ediscovery, Life Science","Chestnut Hill, Massachusetts, United States",Platelets stop you from bleeding. Our bioreactor makes platelets.,info@plateletbiogenesis.com,(401)447-1809,http://www.plateletbiogenesis.com,For Profit,4,Early Stage Venture,"$10,000,000 ",6/8/17,Series A,"$11,133,794 ","Biotechnology, Internet Services, Science and Engineering",Private
Gemini Therapeutics,https://www.crunchbase.com/organization/gemini-therapeutics,"Biopharma, Biotechnology, Health Diagnostics","Cambridge, Massachusetts, United States",Gemini Therapeutics,info@geminitherapeutics.com,,http://www.geminitherapeutics.com,For Profit,2,Early Stage Venture,"$42,500,000 ",10/17/17,Series A,"$44,500,001 ","Biotechnology, Health Care, Science and Engineering",Private
Tioma Therapeutics,https://www.crunchbase.com/organization/vasculox,"Biotechnology, Medical, Therapeutics","St Louis, Missouri, United States",Tioma Therapeutics is a venture-stage biopharmaceutical company,info@tiomatx.com,(314)932-4032,https://www.tiomatherapeutics.com/,For Profit,3,Early Stage Venture,"$86,000,000 ",8/16/16,Series A,"$95,403,801 ","Biotechnology, Health Care, Science and Engineering",Private
Tute Genomics,https://www.crunchbase.com/organization/tute-genomics,"Biotechnology, Genetics, Health Care, Software","Provo, Utah, United States",Tute Genomics is a cloud-based platform that can rapidly analyze and annotate personal genomes.,info@tutegenomics.com,(858) 779-4363,http://tutegenomics.com,For Profit,4,M&A,"$3,900,000 ",6/16/15,Series A,"$7,700,000 ","Biotechnology, Health Care, Science and Engineering, Software",Private
Carrick Therapeutics,https://www.crunchbase.com/organization/carrick-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Dublin, Dublin, Ireland","Carrick Therapeutics is pioneering a portfolio of unique, first in class, cancer treatments.",hello@carricktherapeutics.com,,http://www.carricktherapeutics.com/,For Profit,1,Early Stage Venture,"$95,000,000 ",10/3/16,Series A,"$95,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
"Oncorus, Inc.",https://www.crunchbase.com/organization/oncorus-inc,"Biotechnology, Medical, Therapeutics","Cambridge, Massachusetts, United States",Oncorus is an immuno-oncology company developing oncolytic viruses to fight cancer.,info@oncorus.com,(857)320-6402,http://www.oncorus.com/,For Profit,2,Early Stage Venture,"£4,000,000",12/16/16,Series A,"$61,989,409 ","Biotechnology, Health Care, Science and Engineering",Private
Kymera Therapeutics,https://www.crunchbase.com/organization/kymera-therapeutics,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",A biotechnology company pioneering a transformative new approach to treating previously untreatable diseases.,inquiries@kymeratx.com,,http://www.kymeratx.com/,,1,Early Stage Venture,"$30,000,000 ",10/30/17,Series A,"$30,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Memo Therapeutics,https://www.crunchbase.com/organization/memo-therapeutics,"Biotechnology, Collaboration","Zürich, Zurich, Switzerland",Memo Therapeutics AG is an innovator in the field of antibody discovery and immune repertoire analysis.,info@memo-therapeutics.com,,http://memomab.com/,For Profit,2,Early Stage Venture,"CHF5,000,000",5/9/18,Series A,"$7,272,101 ","Biotechnology, Science and Engineering",Private
Fusion Pharmaceuticals,https://www.crunchbase.com/organization/fusion-pharmaceuticals,"Biopharma, Biotechnology, Clinical Trials, Pharmaceutical","Hamilton, Ontario, Canada","Fusion Pharmaceuticals is a new pharmaceutical company located in Hamilton, Ontario, Canada.",info@fusionpharma.com,(905) 525-9140,http://fusionpharma.com/,,2,Early Stage Venture,"$21,000,000 ",9/25/17,Series A,"$46,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Yumanity Therapeutics,https://www.crunchbase.com/organization/yumanity-therapeutics,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",Yumanity Therapeutics is a biotechnology company that transforms drug discovery for diseases caused by protein misfolding.,info@yumanity.com,(973) 271-6085,http://yumanity.com,For Profit,1,Early Stage Venture,"$51,018,711 ",2/22/16,Series A,"$51,018,711 ","Biotechnology, Health Care, Science and Engineering",Private
Biolinq,https://www.crunchbase.com/organization/biolinq,"Biotechnology, Health Care, Medical Device","San Diego, California, United States",it develops skin-applied electronic sensors.,careers@biolinq.me,(510)847-9655,http://biolinq.me/,For Profit,2,Early Stage Venture,"$10,000,000 ",11/27/17,Series A,"$10,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Cullinan Oncology,https://www.crunchbase.com/organization/cullinan-oncology,"Biopharma, Biotechnology, Medical Device",,A unique approach to drug development.,info@cullinoncology.com,,https://www.cullinanoncology.com/,For Profit,1,Early Stage Venture,"$150,000,000 ",10/3/17,Series A,"$150,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Medisix Therapeutics ,https://www.crunchbase.com/organization/medisix-therapeutics,"Biotechnology, Chemical Engineering, Life Science","Singapore, Central Region, Singapore",A Singapore-based immune engineering company developing novel cellular therapies  .,info@medisixtx.com,,http://www.medisixtx.com,,1,Early Stage Venture,"$20,000,000 ",5/15/18,Series A,"$20,000,000 ","Biotechnology, Science and Engineering",Private
